,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
30915,44,Private,462838,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,48,United-States,<=50K
12288,47,Local-gov,174126,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
29257,32,Local-gov,223267,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,<=50K
32374,37,Private,94334,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,25,United-States,<=50K
1945,50,Private,98227,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
23044,25,Private,282612,Assoc-voc,11,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
2885,22,Private,90860,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
33481,33,Private,31481,Bachelors,13,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,24,United-States,<=50K
16208,32,Private,209432,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
3917,55,Federal-gov,54566,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
45170,35,Local-gov,79649,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
3396,18,Private,152171,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K
26907,28,Self-emp-not-inc,182826,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K
29123,28,Private,189257,9th,5,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,24,United-States,<=50K
2596,41,Private,230961,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
44547,30,Private,236543,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,68,United-States,<=50K
17964,21,Private,275726,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
33255,39,Private,51264,11th,7,Divorced,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
31608,30,Private,160784,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
35326,37,Private,176073,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
3274,66,Private,30740,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,15,United-States,<=50K
15930,54,Local-gov,166398,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,<=50K
2725,58,Self-emp-not-inc,98361,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
26748,61,Private,149405,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
9105,41,Private,173307,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,43,United-States,<=50K
11919,34,Local-gov,80411,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
14732,24,Private,56121,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,Mexico,<=50K
15359,35,Private,186110,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
28886,32,Private,263908,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
24440,29,Private,29865,HS-grad,9,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,50,United-States,<=50K
29169,30,State-gov,193380,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,35,United-States,<=50K
28698,37,Local-gov,269300,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,27,United-States,<=50K
37392,19,Private,389942,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
21170,49,Private,110015,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Greece,<=50K
29937,38,Self-emp-not-inc,197365,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K
21679,41,Local-gov,208174,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,55,United-States,<=50K
43288,51,Private,97005,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
2893,35,Private,181099,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40016,27,Private,279608,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
43591,20,Private,334105,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,<=50K
10923,33,Private,343519,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
42586,33,Private,141490,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States,<=50K
27149,47,Federal-gov,211123,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
5697,31,Private,242616,Bachelors,13,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
44863,36,Private,54229,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,37,United-States,<=50K
3507,60,Private,69955,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,40,United-States,<=50K
11394,51,Local-gov,164300,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,Puerto-Rico,<=50K
3660,33,Private,281685,Assoc-voc,11,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
18638,29,Local-gov,95393,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
28058,33,Private,103596,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
29113,25,Private,234190,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
20305,37,Private,170408,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,30,United-States,<=50K
43188,18,Private,362600,5th-6th,3,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
227,28,Private,107189,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
37335,60,Private,118197,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,<=50K
9898,36,Private,87520,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
5334,21,Private,301694,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,Mexico,<=50K
35564,56,Federal-gov,107314,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
23819,44,Local-gov,174684,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K
34960,57,Private,548256,12th,8,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
18091,37,Private,175130,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
38136,37,Private,278632,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
9239,31,Private,93326,Some-college,10,Separated,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
10303,39,Private,389279,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
25405,18,Private,130652,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K
929,48,Private,226696,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
45153,32,Private,157747,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
40612,67,Private,150516,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,24,United-States,<=50K
22717,47,Private,427055,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,Mexico,<=50K
16574,59,Private,143372,10th,6,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
7830,65,Private,237024,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,Mexico,<=50K
30531,59,Self-emp-not-inc,199240,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,20,England,<=50K
9875,66,Self-emp-not-inc,331960,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
16495,18,Private,208447,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,6,United-States,<=50K
1757,75,Private,233362,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
17780,27,Private,193701,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,0,0,45,United-States,<=50K
13938,46,Private,206707,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
40070,42,Private,66755,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States,<=50K
18602,51,Private,179010,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
26311,28,Private,116531,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
8272,21,State-gov,73514,HS-grad,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
1199,54,Private,195015,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
16842,35,Private,28160,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
104,46,Private,96773,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28804,21,Private,654141,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,United-States,<=50K
8450,23,Federal-gov,482096,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Male,0,0,20,United-States,<=50K
19130,38,Private,296999,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,70,United-States,<=50K
1555,37,State-gov,272471,Some-college,10,Widowed,Transport-moving,Unmarried,White,Female,0,0,40,United-States,<=50K
3318,41,Private,155293,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
42009,60,Private,372838,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31904,49,Private,323773,11th,7,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,0,0,40,United-States,<=50K
39402,37,Private,217838,5th-6th,3,Separated,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K
34141,25,Private,141706,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
15899,53,Self-emp-not-inc,311020,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
31353,48,Self-emp-inc,85109,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
7008,77,Private,213136,Doctorate,16,Widowed,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
36765,35,Private,126675,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
40688,38,Private,103925,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
43473,23,Private,436798,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
27749,34,Private,73199,11th,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
35464,32,Private,235862,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
37799,38,Self-emp-not-inc,344480,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,40,United-States,<=50K
8967,34,State-gov,62327,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
13020,36,Private,143152,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
22733,50,Private,22418,9th,5,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
22473,51,Private,243361,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
44773,30,Private,318749,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,35,Germany,<=50K
16809,31,Private,91666,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
9843,28,Private,146565,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
10396,45,Private,123844,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,60,United-States,<=50K
17761,24,Private,454941,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
33244,23,Private,399022,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
18509,28,Local-gov,154863,HS-grad,9,Never-married,Protective-serv,Other-relative,Black,Male,0,1876,40,United-States,<=50K
35490,21,Private,242912,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,0,35,United-States,<=50K
29779,60,Private,82775,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
28860,23,Private,107452,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
43800,59,Private,157932,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
24417,45,Private,34248,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
6094,22,Private,442478,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
17070,24,Private,353010,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,65,United-States,<=50K
36109,34,State-gov,253121,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
44398,25,Private,267426,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
7873,67,State-gov,173623,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4931,0,30,United-States,<=50K
44054,55,Self-emp-not-inc,41938,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,8,United-States,<=50K
28302,49,Private,143459,9th,5,Separated,Handlers-cleaners,Own-child,White,Male,0,0,38,United-States,<=50K
18408,26,Federal-gov,48099,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
39580,59,Private,61885,12th,8,Divorced,Transport-moving,Other-relative,Black,Male,0,0,35,United-States,<=50K
17849,42,Private,307638,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
9661,32,Private,190385,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
12380,24,Private,36011,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2057,45,United-States,<=50K
25155,23,Private,235853,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
18360,25,Local-gov,44216,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,35,United-States,<=50K
15312,27,Local-gov,209109,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,United-States,<=50K
16093,45,Federal-gov,170915,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,4865,0,40,United-States,<=50K
32378,36,Private,35429,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
32079,21,Private,143604,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
45037,55,Local-gov,166502,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
11518,23,Private,224632,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,38,United-States,<=50K
19556,41,Private,187322,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
8170,31,Local-gov,162041,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
12470,32,Private,200401,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Columbia,<=50K
31956,22,Private,67234,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
26070,28,Self-emp-not-inc,38079,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,<=50K
10928,40,Private,24038,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K
29153,24,Private,270075,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,50,United-States,<=50K
37397,35,Private,196899,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,0,0,50,Haiti,<=50K
30375,33,Private,174201,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
32570,54,Private,138944,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,<=50K
42473,26,Private,375499,10th,6,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,20,United-States,<=50K
21135,33,Private,198660,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
30248,19,Private,177839,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
22936,29,Private,142519,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
33123,90,Private,84553,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
22017,50,Self-emp-not-inc,170562,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,20,United-States,<=50K
21432,62,Self-emp-inc,197060,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
7758,57,Private,197369,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
38792,59,Private,145574,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
32919,18,Private,59202,HS-grad,9,Never-married,Priv-house-serv,Other-relative,White,Female,0,0,10,United-States,<=50K
9745,23,Private,181659,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,60,United-States,<=50K
44613,34,Private,164280,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Portugal,<=50K
38554,65,Private,89681,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,99,United-States,<=50K
44714,31,Private,60229,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
16665,20,Private,154781,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
10124,44,Private,27242,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Philippines,<=50K
3878,29,Private,210867,11th,7,Separated,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
6725,21,Private,137895,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
5716,56,Private,345730,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
16092,29,Private,140863,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
20282,63,Private,339473,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
10023,29,Private,375313,Some-college,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,45,Philippines,<=50K
12731,19,Private,199495,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
9654,44,Self-emp-not-inc,89413,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
38140,61,Private,191417,9th,5,Widowed,Exec-managerial,Not-in-family,Black,Male,0,0,65,United-States,<=50K
9265,20,Private,38772,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
6838,18,Private,39302,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,<=50K
42223,31,Self-emp-not-inc,234537,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
11660,63,Local-gov,114752,Bachelors,13,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,35,Philippines,<=50K
21344,17,Private,130795,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
5838,27,Private,292883,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
27780,25,Private,236242,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
21123,22,Private,290504,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
36808,31,Private,329874,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
1570,47,Private,245724,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
29572,66,Private,141085,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,8,United-States,<=50K
43806,41,Private,215479,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
23320,22,Private,148431,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Other,Female,0,0,40,United-States,<=50K
13917,41,Private,200479,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
27160,33,Private,159929,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
45080,35,Private,379959,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
18941,31,Private,73796,Some-college,10,Widowed,Exec-managerial,Unmarried,White,Female,0,0,30,United-States,<=50K
33615,18,Private,276540,12th,8,Never-married,Sales,Own-child,Black,Female,0,0,15,United-States,<=50K
33285,51,Private,334273,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
38655,41,Private,96635,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,60,United-States,<=50K
1260,18,Private,52098,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
39866,53,Self-emp-not-inc,297796,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
26512,28,Local-gov,356089,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,50,United-States,<=50K
24612,47,Local-gov,93476,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,70,United-States,<=50K
3384,19,Private,132717,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
